candidate_id,scenario_index,day_index,t0,pv_s_scale,svc_q_scale,cap_total_mvar,risk,under_steps,over_steps,pf_fail,daily_loss_mwh,vmin,vmax,solve_total_seconds,inherited_steps,direct_fallback_steps
7,10,107,10272,0.6,0.75,0.0,0,0,0,0,1.4757119351506962,0.9549182464357412,1.0045637255926116,21.392762400151696,44,0
8,10,107,10272,0.75,0.75,0.0,0,0,0,0,1.4756828431029883,0.9549182464357412,1.004564280452837,21.48400360008236,39,0
0,11,114,10944,0.225,0.0,0.0,1,0,0,1,0.5449652635441693,0.9510000029499232,1.000000000000366,7.269863000023179,0,0
1,11,114,10944,0.3,0.0,0.0,1,0,0,1,0.7487868131362103,0.9510000079615023,1.0104434772043558,7.982747799920617,8,0
2,11,114,10944,0.3,0.1875,0.0,0,0,0,0,1.673972054286282,0.9510000135724208,1.003903027681265,20.831122600036906,0,0
3,11,114,10944,0.3,0.375,0.0,0,0,0,0,1.5810578841994574,0.9548348858962351,1.0037719433145178,21.222233899869025,0,0
4,11,114,10944,0.45,0.375,0.0,0,0,0,0,1.5792143493530968,0.9548009726374306,1.0037666527761306,20.90873679998913,47,0
5,11,114,10944,0.45,0.5625,0.0,0,0,0,0,1.578688626452307,0.9548009726374306,1.0037664164368656,21.015728000027593,65,0
6,11,114,10944,0.45,0.75,0.0,0,0,0,0,1.5785974175894026,0.9548009726374306,1.0037662059112822,21.082267400051933,55,0
7,11,114,10944,0.6,0.75,0.0,0,0,0,0,1.5785507817935047,0.9548009726374306,1.0037631020565576,21.27292109982227,58,0
