candidate_id,pv_s_scale,svc_q_scale,cap_total_mvar,selection_role,resource_index
1264,0.8263157894736841,0.8684210526315789,0.75,refine_candidate,86.23684210526315
1265,0.8263157894736841,0.9105263157894736,0.75,refine_candidate,88.34210526315789
1266,0.8263157894736841,0.9526315789473684,0.75,refine_candidate,90.44736842105263
1280,0.8684210526315789,0.7,0.75,refine_candidate,79.92105263157895
1281,0.8684210526315789,0.7421052631578947,0.75,refine_candidate,82.02631578947367
1282,0.8684210526315789,0.7842105263157895,0.75,refine_candidate,84.13157894736841
1283,0.8684210526315789,0.8263157894736841,0.75,refine_candidate,86.23684210526315
1284,0.8684210526315789,0.8684210526315789,0.75,refine_candidate,88.34210526315789
1285,0.8684210526315789,0.9105263157894736,0.75,refine_candidate,90.44736842105263
1300,0.9105263157894736,0.7,0.75,refine_candidate,82.02631578947368
1301,0.9105263157894736,0.7421052631578947,0.75,refine_candidate,84.13157894736841
1302,0.9105263157894736,0.7842105263157895,0.75,refine_candidate,86.23684210526315
1303,0.9105263157894736,0.8263157894736841,0.75,refine_candidate,88.34210526315789
1304,0.9105263157894736,0.8684210526315789,0.75,refine_candidate,90.44736842105263
1320,0.9526315789473684,0.7,0.75,refine_candidate,84.13157894736841
1321,0.9526315789473684,0.7421052631578947,0.75,refine_candidate,86.23684210526315
1322,0.9526315789473684,0.7842105263157895,0.75,refine_candidate,88.34210526315789
1323,0.9526315789473684,0.8263157894736841,0.75,refine_candidate,90.44736842105263
1340,0.9947368421052631,0.7,0.75,refine_candidate,86.23684210526315
1341,0.9947368421052631,0.7421052631578947,0.75,refine_candidate,88.34210526315789
1342,0.9947368421052631,0.7842105263157895,0.75,refine_candidate,90.44736842105263
1360,1.0368421052631578,0.7,0.75,refine_candidate,88.34210526315789
1361,1.0368421052631578,0.7421052631578947,0.75,refine_candidate,90.44736842105263
1380,1.0789473684210527,0.7,0.75,refine_candidate,90.44736842105263
1600,0.7,0.7,1.0,refine_candidate,72.0
1601,0.7,0.7421052631578947,1.0,refine_candidate,74.10526315789474
1602,0.7,0.7842105263157895,1.0,refine_candidate,76.21052631578948
1603,0.7,0.8263157894736841,1.0,refine_candidate,78.3157894736842
1604,0.7,0.8684210526315789,1.0,refine_candidate,80.42105263157895
